cityCode,cityName,areaFee
31302,岩美町,22268
31325,若桜町,5556
31328,智頭町,15303
31329,八頭町,19515
31364,三朝町,8520
31370,湯梨浜町,9243
31371,琴浦町,16106
31372,北栄町,14399
31384,日吉津村,24589
31386,大山町,5506
31389,南部町,14190
31390,伯耆町,9974
31401,日南町,9277
31402,日野町,8302
31403,江府町,4316
32201,松江市,42547
32202,浜田市,22099
32203,出雲市,24901
32204,益田市,17344
32205,大田市,16400
32206,安来市,17007
32207,江津市,21053
32209,雲南市,17368
32343,奥出雲町,13227
32386,飯南町,9911
32441,川本町,10258
32448,美郷町,5811
32449,邑南町,2818
32501,津和野町,9011
32505,吉賀町,16364
32525,海士町,1129
32526,西ノ島町,
32527,知夫村,
32528,隠岐の島町,11326
33100,岡山市,56937
33202,倉敷市,40695
33203,津山市,20166
33204,玉野市,25934
33205,笠岡市,26050
33207,井原市,20961
33208,総社市,35787
33209,高梁市,10671
33210,新見市,13966
33211,備前市,19044
33212,瀬戸内市,25762
33213,赤磐市,12669
33214,真庭市,5858
33215,美作市,7495
33216,浅口市,28058
33346,和気町,8845
33423,早島町,29493
33445,里庄町,28865
33461,矢掛町,21592
33586,新庄村,
33606,鏡野町,11256
33622,勝央町,8607
33623,奈義町,6121
33643,西粟倉村,8594
33663,久米南町,
33666,美咲町,10442
33681,吉備中央町,8819
34100,広島市,99285
34202,呉市,58821
34203,竹原市,21642
34204,三原市,30970
34205,尾道市,41460
34207,福山市,38903
34208,府中市,24461
34209,三次市,12521
34210,庄原市,11444
34211,大竹市,38195
34212,東広島市,31888
34213,廿日市市,41931
34214,安芸高田市,8642
34215,江田島市,7163
34302,府中町,115793
34304,海田町,122478
34307,熊野町,26217
34309,坂町,90704
34368,安芸太田町,
34369,北広島町,4100
34431,大崎上島町,8853
34462,世羅町,6390
34545,神石高原町,6007
35201,下関市,34558
35202,宇部市,21906
35203,山口市,27546
35204,萩市,19321
35206,防府市,24255
35207,下松市,40392
35208,岩国市,37579
35210,光市,25904
35211,長門市,11173
35212,柳井市,25266
35213,美祢市,4311
35215,周南市,33912
35216,山陽小野田市,19541
35305,周防大島町,7842
35321,和木町,61749
35341,上関町,33333
35343,田布施町,16215
35344,平生町,19444
35502,阿武町,7662
36201,徳島市,43256
36202,鳴門市,26143
36203,小松島市,25263
36204,阿南市,31442
36205,吉野川市,17485
36206,阿波市,6822
36207,美馬市,11390
36208,三好市,7067
36301,勝浦町,
36302,上勝町,4551
36321,佐那河内村,
36341,石井町,15061
36342,神山町,
36368,那賀町,6610
36383,牟岐町,16471
36387,美波町,17284
36388,海陽町,5089
36401,松茂町,42136
36402,北島町,57374
36403,藍住町,45126
36404,板野町,17595
36405,上板町,9833
36468,つるぎ町,20706
36489,東みよし町,16300
37201,高松市,32718
37202,丸亀市,29698
37203,坂出市,21506
37204,善通寺市,24412
37205,観音寺市,16159
37206,さぬき市,15244
37207,東かがわ市,11751
37208,三豊市,16347
37322,土庄町,17126
37324,小豆島町,15933
37341,三木町,19924
37364,直島町,16651
37386,宇多津町,66842
37387,綾川町,14573
37403,琴平町,17441
37404,多度津町,16351
37406,まんのう町,7454
38201,松山市,70959
38202,今治市,29087
38203,宇和島市,30869
38204,八幡浜市,43156
38205,新居浜市,29576
38206,西条市,21636
38207,大洲市,31300
38210,伊予市,33712
38213,四国中央市,29708
38214,西予市,17812
38215,東温市,33535
38356,上島町,11468
38386,久万高原町,5789
38401,松前町,59440
38402,砥部町,41627
38422,内子町,27038
38442,伊方町,4923
38484,松野町,6429
38488,鬼北町,11984
38506,愛南町,12238
39201,高知市,60065
39202,室戸市,12086
39203,安芸市,16901
39204,南国市,24497
39205,土佐市,23038
39206,須崎市,23779
39208,宿毛市,17251
39209,土佐清水市,21527
39210,四万十市,25891
39211,香南市,24917
39212,香美市,31291
39301,東洋町,
39302,奈半利町,5522
39303,田野町,8165
39304,安田町,6534
39305,北川村,9677
39306,馬路村,
39307,芸西村,20091
39341,本山町,19047
39344,大豊町,9491
39363,土佐町,12278
39364,大川村,
39386,いの町,42945
39387,仁淀川町,7755
39401,中土佐町,9654
39402,佐川町,12537
39403,越知町,10909
39405,檮原町,8696
39410,日高村,18166
39411,津野町,11549
39412,四万十町,11127
39424,大月町,19094
39427,三原村,
39428,黒潮町,18059
40100,北九州市,43819
40130,福岡市,108601
40202,大牟田市,22095
40203,久留米市,31486
40204,直方市,12440
40205,飯塚市,16943
40206,田川市,11285
40207,柳川市,18528
40210,八女市,13526
40211,筑後市,19604
40212,大川市,15543
40213,行橋市,18472
40214,豊前市,10435
40215,中間市,18096
40216,小郡市,34077
40217,筑紫野市,49361
40218,春日市,88299
40219,大野城市,80625
40220,宗像市,24486
40221,太宰府市,57154
40223,古賀市,41182
40224,福津市,38254
40225,うきは市,15145
40226,宮若市,8374
40227,嘉麻市,6942
40228,朝倉市,14516
40229,みやま市,9438
40230,糸島市,27110
40305,那珂川町,50266
40341,宇美町,32799
40342,篠栗町,38436
40343,志免町,51793
40344,須恵町,30663
40345,新宮町,60217
40348,久山町,21060
40349,粕屋町,58552
40381,芦屋町,23130
40382,水巻町,16907
40383,岡垣町,16764
40384,遠賀町,25089
40401,小竹町,9297
40402,鞍手町,13507
40421,桂川町,19204
40447,筑前町,15706
40448,東峰村,2000
40503,大刀洗町,17119
40522,大木町,18768
40544,広川町,16769
40601,香春町,5095
40602,添田町,7166
40604,糸田町,9184
40605,川崎町,2675
40608,大任町,8201
40609,赤村,13318
40610,福智町,8792
40621,苅田町,30813
40625,みやこ町,5869
40642,吉富町,11322
40646,上毛町,7084
40647,築上町,4468
41201,佐賀市,29174
41202,唐津市,32130
41203,鳥栖市,30992
41204,多久市,15361
41205,伊万里市,18297
41206,武雄市,18152
41207,鹿島市,13696
41208,小城市,21097
41209,嬉野市,25184
41210,神埼市,13262
41327,吉野ヶ里町,23369
41341,基山町,26269
41345,上峰町,23396
41346,みやき町,12163
41387,玄海町,4310
41401,有田町,18249
41423,大町町,15777
41424,江北町,16687
41425,白石町,4760
41441,太良町,11000
42201,長崎市,48709
42202,佐世保市,29090
42203,島原市,19799
42204,諫早市,29217
42205,大村市,31364
42207,平戸市,7568
42208,松浦市,10145
42209,対馬市,13634
42210,壱岐市,7190
42211,五島市,8564
42212,西海市,9884
42213,雲仙市,15277
42214,南島原市,11582
42307,長与町,59909
42308,時津町,51831
42321,東彼杵町,6282
42322,川棚町,11077
42323,波佐見町,8387
42383,小値賀町,
42391,佐々町,28374
42411,新上五島町,12344
43100,熊本市,50764
43202,八代市,14614
43203,人吉市,9772
43204,荒尾市,14358
43205,水俣市,21677
43206,玉名市,11016
43208,山鹿市,11521
43210,菊池市,9193
43211,宇土市,18129
43212,上天草市,11669
43213,宇城市,13026
43214,阿蘇市,8491
43215,天草市,20074
43216,合志市,31691
43348,美里町,7606
43364,玉東町,
43367,南関町,2842
43368,長洲町,11784
43369,和水町,6099
43403,大津町,25622
43404,菊陽町,44809
43423,南小国町,
43424,小国町,8060
43425,産山村,
43428,高森町,4486
43432,西原村,8941
43433,南阿蘇村,6025
43441,御船町,14693
43442,嘉島町,31929
43443,益城町,27473
43444,甲佐町,8947
43447,山都町,5399
43468,氷川町,10716
43482,芦北町,11386
43484,津奈木町,13094
43501,錦町,8177
43505,多良木町,6359
43506,湯前町,
43507,水上村,4048
43510,相良村,3106
43511,五木村,
43512,山江村,6170
43513,球磨村,5307
43514,あさぎり町,5600
43531,苓北町,6378
44201,大分市,44302
44202,別府市,38621
44203,中津市,16339
44204,日田市,21371
44205,佐伯市,19583
44206,臼杵市,15333
44207,津久見市,21717
44208,竹田市,13594
44209,豊後高田市,11908
44210,杵築市,9297
44211,宇佐市,10469
44212,豊後大野市,8778
44213,由布市,10001
44214,国東市,3852
44322,姫島村,
44341,日出町,23260
44461,九重町,4477
44462,玖珠町,9164
45201,宮崎市,40489
45202,都城市,16321
45203,延岡市,36239
45204,日南市,15276
45205,小林市,10167
45206,日向市,25189
45207,串間市,7784
45208,西都市,17994
45209,えびの市,7564
45341,三股町,11617
45361,高原町,7371
45382,国富町,7632
45383,綾町,15316
45401,高鍋町,19442
45402,新富町,9475
45403,西米良村,11200
45404,木城町,6557
45405,川南町,6043
45406,都農町,4186
45421,門川町,20103
45429,諸塚村,
45430,椎葉村,
45431,美郷町,2703
45441,高千穂町,6667
45442,日之影町,6087
45443,五ケ瀬町,5263
46201,鹿児島市,64984
46203,鹿屋市,10195
46204,枕崎市,13743
46206,阿久根市,5804
46208,出水市,10047
46210,指宿市,9712
46213,西之表市,6145
46214,垂水市,7752
46215,薩摩川内市,17592
46216,日置市,13600
46217,曽於市,6848
46218,霧島市,19237
46219,いちき串木野市,15465
46220,南さつま市,5717
46221,志布志市,5721
46222,奄美市,38078
46223,南九州市,8077
46224,伊佐市,8558
46225,姶良市,24295
46303,三島村,
46304,十島村,2450
46392,さつま町,8106
46404,長島町,4660
46452,湧水町,8832
46468,大崎町,4249
46482,東串良町,3077
46490,錦江町,1887
46491,南大隅町,5743
46492,肝付町,3592
46501,中種子町,5464
46502,南種子町,9524
46505,屋久島町,4335
46523,大和村,5882
46524,宇検村,3397
46525,瀬戸内町,13333
46527,龍郷町,13557
46529,喜界町,2324
46530,徳之島町,12500
46531,天城町,5671
46532,伊仙町,9091
46533,和泊町,3091
46534,知名町,5742
46535,与論町,2897
47201,那覇市,117777
47205,宜野湾市,76734
47207,石垣市,25481
47208,浦添市,107231
47209,名護市,26618
47210,糸満市,46991
47211,沖縄市,62889
47212,豊見城市,50945
47213,うるま市,29905
47214,宮古島市,13678
47215,南城市,28254
47301,国頭村,11264
47302,大宜味村,7874
47303,東村,8081
47306,今帰仁村,17861
47308,本部町,18532
47311,恩納村,28168
47313,宜野座村,17535
47314,金武町,24383
47315,伊江村,5833
47324,読谷村,38870
47325,嘉手納町,49888
47326,北谷町,80113
47327,北中城村,50892
47328,中城村,60353
47329,西原町,58421
47348,与那原町,54976
47350,南風原町,74926
47353,渡嘉敷村,
47354,座間味村,
47355,粟国村,1410
47356,渡名喜村,
47357,南大東村,3438
47358,北大東村,
47359,伊平屋村,1915
47360,伊是名村,
47361,久米島町,
47362,八重瀬町,32514
47375,多良間村,
47381,竹富町,12097
47382,与那国町,7377
