市区町村コード,市区町村名,面積あたり平均価格（円／㎡）(2015年)(住宅地),面積あたり平均価格（円／㎡）(2015年)(住宅地)　高価順,人口密度 人/km2 (2015),人口密度 人/km2 (2015) 大きい順,地方税(千円) 2015,地方税(千円) 2015 高い順,HP
43368,長洲町,11784,1050,#N/A,,124,738,http://www.town.nagasu.lg.jp/
43369,和水町,6099,1375,#N/A,,75,1624,http://www.town.nagomi.lg.jp/
43403,大津町,25622,541,#N/A,,134,578,http://www.town.ozu.kumamoto.jp/
43404,菊陽町,44809,307,#N/A,,152,349,http://www.town.kikuyo.lg.jp/
43423,南小国町,,,#N/A,,106,1081,http://www.town.minamioguni.kumamoto.jp/
43424,小国町,8060,1268,#N/A,,117,863,http://www.town.oguni.yamagata.jp/
43425,産山村,,,#N/A,,68,1691,http://www.ubuyama-v.jp/
43428,高森町,4486,1477,#N/A,,105,1110,http://www.town.nagano-takamori.lg.jp/
43432,西原村,8941,1211,#N/A,,120,809,http://www.vill.nishihara.kumamoto.jp/
43433,南阿蘇村,6025,1378,#N/A,,100,1192,http://www.vill.minamiaso.lg.jp/
43441,御船町,14693,914,#N/A,,82,1535,http://www.town.mifune.kumamoto.jp/
43442,嘉島町,31929,436,#N/A,,159,282,http://www.town.kashima.kumamoto.jp/
43443,益城町,27473,509,#N/A,,100,1193,http://www.town.mashiki.lg.jp/
43444,甲佐町,8947,1208,#N/A,,79,1580,http://www.town.kosa.kumamoto.jp/
43447,山都町,5399,1428,#N/A,,68,1692,http://www.town.kumamoto-yamato.lg.jp/
43468,氷川町,10716,1101,#N/A,,73,1644,http://www.hikawacyou.hinokuni-net.jp/
43482,芦北町,11386,1074,#N/A,,92,1369,http://www.ashikita-t.kumamoto-sgn.jp/
43484,津奈木町,13094,992,#N/A,,73,1645,http://www.town.tsunagi.lg.jp/
43501,錦町,8177,1259,#N/A,,93,1350,http://www.nishiki-machi.com/
43505,多良木町,6359,1360,#N/A,,75,1625,http://www.town.taragi.lg.jp/
43506,湯前町,,,#N/A,,61,1718,http://www.town.yunomae.lg.jp/
43507,水上村,4048,1504,#N/A,,88,1446,http://www.vill.mizukami.lg.jp/
43510,相良村,3106,1552,#N/A,,71,1666,http://www.vill.sagara.lg.jp/
43511,五木村,,,#N/A,,189,127,http://www.vill.itsuki.lg.jp/
43512,山江村,6170,1370,#N/A,,57,1726,http://www.vill.yamae.lg.jp/
43513,球磨村,5307,1432,#N/A,,60,1722,http://www.kumamura.com/
43514,あさぎり町,5600,1413,#N/A,,70,1677,http://www.town.asagiri.lg.jp/
43531,苓北町,6378,1359,#N/A,,207,94,http://reihoku-kumamoto.jp/
44201,大分市,44302,310,951.74267,291,159,283,http://www.city.oita.oita.jp/
44202,別府市,38621,365,974.4534865,288,113,934,http://www.city.beppu.oita.jp/
44203,中津市,16339,852,170.8237544,615,124,739,http://www.city-nakatsu.jp/
44204,日田市,21371,660,99.87988529,702,113,935,http://www.city.hita.oita.jp/
44205,佐伯市,19583,710,79.95814463,741,95,1311,http://www.city.saiki.oita.jp/
44206,臼杵市,15333,886,133.0631868,654,97,1262,http://www.city.usuki.oita.jp/
44207,津久見市,21717,639,226.0820332,546,121,789,http://www.city.tsukumi.oita.jp/
44208,竹田市,13594,965,46.76564823,793,78,1592,http://www.city.taketa.oita.jp/
44209,豊後高田市,11908,1045,110.8077967,681,92,1370,http://www.city.bungotakada.oita.jp/
44210,杵築市,9297,1185,107.7727792,687,97,1263,http://www.city.kitsuki.lg.jp/
44211,宇佐市,10469,1109,128.1357476,661,103,1138,http://www.city.usa.oita.jp/
44212,豊後大野市,8778,1223,60.65590079,770,81,1550,http://www.bungo-ohno.jp/
44213,由布市,10001,1137,107.2967556,689,111,980,http://www.city.yufu.oita.jp/
44214,国東市,3852,1517,90.06224849,721,100,1194,http://www.city.kunisaki.oita.jp/
44322,姫島村,,,#N/A,,54,1730,http://www.himeshima.jp/
44341,日出町,23260,602,#N/A,,101,1173,http://www.town.hiji.oita.jp/
44461,九重町,4477,1478,#N/A,,113,936,http://www.town.kokonoe.oita.jp/
44462,玖珠町,9164,1195,#N/A,,93,1351,http://www.town.kusu.oita.jp/
45201,宮崎市,40489,354,623.2044371,347,128,676,http://www.city.miyazaki.miyazaki.jp/
45202,都城市,16321,854,252.5850986,518,112,957,http://www.city.miyakonojo.miyazaki.jp/
45203,延岡市,36239,390,144.189074,643,108,1040,http://www.city.nobeoka.miyazaki.jp/
45204,日南市,15276,893,100.8934734,700,95,1312,http://www.city.nichinan.lg.jp/
45205,小林市,10167,1125,82.10498268,737,99,1216,http://www.city.kobayashi.lg.jp/
45206,日向市,25189,552,183.3051376,603,112,958,http://www.city.hyuga.miyazaki.jp/
45207,串間市,7784,1281,63.62311966,769,84,1506,http://www.city.kushima.lg.jp/
45208,西都市,17994,781,69.92638848,757,95,1313,http://www.saito-city.jp/
45209,えびの市,7564,1294,69.05595024,758,92,1371,http://www.city.ebino.lg.jp/
45341,三股町,11617,1058,#N/A,,77,1601,http://www.town.mimata.lg.jp/
45361,高原町,7371,1307,#N/A,,73,1646,http://www.town.takaharu.lg.jp/
45382,国富町,7632,1290,#N/A,,106,1082,http://www.town.kunitomi.miyazaki.jp/
45383,綾町,15316,888,#N/A,,73,1647,http://www.town.aya.miyazaki.jp/ayatown/
45401,高鍋町,19442,717,#N/A,,99,1217,http://www.town.takanabe.miyazaki.jp/
45402,新富町,9475,1171,#N/A,,80,1564,http://www.town.shintomi.lg.jp/
45403,西米良村,11200,1086,#N/A,,117,864,http://www.nishimera.jp/
45404,木城町,6557,1348,#N/A,,550,10,http://www.kijo.jp/
45405,川南町,6043,1377,#N/A,,96,1291,http://www.town.kawaminami.miyazaki.jp/
45406,都農町,4186,1497,#N/A,,77,1602,http://www.town.tsuno.lg.jp/
45421,門川町,20103,692,#N/A,,80,1565,http://www.town.kadogawa.lg.jp/
45429,諸塚村,,,#N/A,,134,579,http://www.vill.morotsuka.miyazaki.jp/
45430,椎葉村,,,#N/A,,137,538,http://www.vill.shiiba.miyazaki.jp/
45431,美郷町,2703,1582,#N/A,,68,1693,http://www.town.misato.akita.jp/
45441,高千穂町,6667,1341,#N/A,,77,1603,http://www.town-takachiho.jp/
45442,日之影町,6087,1376,#N/A,,75,1626,http://www.town.hinokage.lg.jp/
45443,五ケ瀬町,5263,1434,#N/A,,#N/A,,http://www.town.gokase.miyazaki.jp/
46201,鹿児島市,64984,206,1095.450644,262,141,488,http://www.city.kagoshima.lg.jp/
46203,鹿屋市,10195,1122,231.1904496,542,99,1218,http://www.e-kanoya.net/
46204,枕崎市,13743,957,294.8114469,482,96,1292,http://www.city.makurazaki.lg.jp/
46206,阿久根市,5804,1395,157.852409,629,86,1482,http://www.city.akune.kagoshima.jp/
46208,出水市,10047,1135,162.9129038,624,95,1314,http://www.city.kagoshima-izumi.lg.jp/
46210,指宿市,9712,1153,281.0467616,495,97,1264,http://www.city.ibusuki.lg.jp/
46213,西之表市,6145,1371,77.63784888,744,85,1493,http://www.city.nishinoomote.lg.jp/
46214,垂水市,7752,1284,95.73155687,709,85,1494,http://www.city.tarumizu.lg.jp/
46215,薩摩川内市,17592,795,140.6841211,645,126,709,http://www.city.satsumasendai.lg.jp/
46216,日置市,13600,964,194.6523853,595,87,1460,http://www.city.hioki.kagoshima.jp/
46217,曽於市,6848,1334,93.70946656,714,79,1581,https://www.city.soo.kagoshima.jp/
46218,霧島市,19237,722,208.655791,566,121,790,http://www.city-kirishima.jp/
46219,いちき串木野市,15465,881,260.7479964,513,103,1139,http://www.city.ichikikushikino.lg.jp/
46220,南さつま市,5717,1406,124.9656194,665,83,1521,http://www.city.minamisatsuma.lg.jp/
46221,志布志市,5721,1405,108.4435717,686,102,1155,http://www.city.shibushi.lg.jp/
46222,奄美市,38078,376,139.994161,648,85,1495,http://www.city.amami.lg.jp/
46223,南九州市,8077,1267,101.5674332,698,93,1352,http://www.city.minamikyushu.lg.jp/
46224,伊佐市,8558,1236,68.29529244,760,120,810,http://www.city.isa.kagoshima.jp/
46225,姶良市,24295,576,325.0724324,466,91,1396,http://www.city.aira.lg.jp/
46303,三島村,,,#N/A,,97,1265,http://mishimamura.com/
46304,十島村,2450,1597,#N/A,,102,1156,http://www.tokara.jp/
46392,さつま町,8106,1263,#N/A,,104,1122,http://www.satsuma-net.jp/
46404,長島町,4660,1467,#N/A,,80,1566,https://www.town.nagashima.lg.jp/
46452,湧水町,8832,1219,#N/A,,92,1372,http://www.town.yusui.kagoshima.jp/
46468,大崎町,4249,1493,#N/A,,90,1411,http://www.town.kagoshima-osaki.lg.jp/
46482,東串良町,3077,1558,#N/A,,138,524,http://www.higashikushira.com/main/html/
46490,錦江町,1887,1619,#N/A,,74,1634,http://www.town.kinko.lg.jp/
46491,南大隅町,5743,1401,#N/A,,68,1694,http://www.town.minamiosumi.lg.jp/
46492,肝付町,3592,1532,#N/A,,92,1373,http://www.kimotsuki-town.jp/
46501,中種子町,5464,1422,#N/A,,89,1428,http://town.nakatane.kagoshima.jp/
46502,南種子町,9524,1168,#N/A,,129,659,http://www.town.minamitane.kagoshima.jp/
46505,屋久島町,4335,1486,#N/A,,98,1241,http://www.town.yakushima.kagoshima.jp/
46523,大和村,5882,1385,#N/A,,51,1731,http://www.vill.yamato.lg.jp/
46524,宇検村,3397,1544,#N/A,,100,1195,http://www.uken.net/
46525,瀬戸内町,13333,982,#N/A,,77,1604,http://www.town.setouchi.lg.jp/
46527,龍郷町,13557,967,#N/A,,78,1593,http://www.town.tatsugo.lg.jp/
46529,喜界町,2324,1606,#N/A,,66,1702,http://www.town.kikai.lg.jp/
46530,徳之島町,12500,1016,#N/A,,85,1496,http://www.tokunoshima-town.org/
46531,天城町,5671,1409,#N/A,,62,1711,http://www.yui-amagi.com/
46532,伊仙町,9091,1202,#N/A,,44,1733,http://www.town.isen.kagoshima.jp/
46533,和泊町,3091,1556,#N/A,,83,1522,http://www.town.wadomari.lg.jp/
46534,知名町,5742,1402,#N/A,,74,1635,http://www.town.china.lg.jp/
46535,与論町,2897,1571,#N/A,,61,1719,http://www.yoron.jp/
47201,那覇市,117777,93,8072.656053,51,140,501,http://www.city.naha.okinawa.jp/
47205,宜野湾市,76734,175,4860.757576,99,107,1064,http://www.city.ginowan.okinawa.jp/
47207,石垣市,25481,546,207.3951339,572,104,1123,http://www.city.ishigaki.okinawa.jp/
47208,浦添市,107231,111,5864.065708,81,123,760,http://www.city.urasoe.lg.jp/
47209,名護市,26618,520,292.4324324,487,99,1219,http://www.city.nago.okinawa.jp/
47210,糸満市,46991,295,1255.834406,238,85,1497,http://www.city.itoman.lg.jp/
47211,沖縄市,62889,212,2801.267096,154,102,1157,http://www.city.okinawa.okinawa.jp/
47212,豊見城市,50945,268,3118.316327,141,93,1353,http://www.city.tomigusuku.okinawa.jp/
47213,うるま市,29905,469,1366.486611,226,87,1461,http://www.city.uruma.lg.jp/
47214,宮古島市,13678,960,250.6660137,522,89,1429,http://www.city.miyakojima.lg.jp/
47215,南城市,28254,498,841.3295955,311,74,1636,http://www.city.nanjo.okinawa.jp/
47301,国頭村,11264,1082,#N/A,,123,761,http://www.vill.kunigami.okinawa.jp/
47302,大宜味村,7874,1274,#N/A,,221,82,http://www.vill.ogimi.okinawa.jp/
47303,東村,8081,1266,#N/A,,133,593,http://www.vill.higashi.okinawa.jp/
47306,今帰仁村,17861,785,#N/A,,62,1712,http://www.nakijin.jp/
47308,本部町,18532,754,#N/A,,77,1605,http://www.town.motobu.okinawa.jp/
47311,恩納村,28168,499,#N/A,,134,580,http://www.vill.onna.okinawa.jp/
47313,宜野座村,17535,797,#N/A,,96,1293,http://www.vill.ginoza.okinawa.jp/
47314,金武町,24383,573,#N/A,,96,1294,http://www.town.kin.okinawa.jp/
47315,伊江村,5833,1393,#N/A,,73,1648,http://www.iejima.org/ieson/
47324,読谷村,38870,364,#N/A,,90,1412,http://www.yomitan.jp/
47325,嘉手納町,49888,276,#N/A,,167,228,http://www.town.kadena.okinawa.jp/
47326,北谷町,80113,167,#N/A,,163,255,http://www.chatan.jp/
47327,北中城村,50892,269,#N/A,,109,1022,http://www.vill.kitanakagusuku.lg.jp/
47328,中城村,60353,224,#N/A,,100,1196,http://www.vill.nakagusuku.okinawa.jp/
47329,西原町,58421,237,#N/A,,98,1242,http://www.town.nishihara.okinawa.jp/
47348,与那原町,54976,254,#N/A,,82,1536,http://www.town.yonabaru.okinawa.jp/
47350,南風原町,74926,183,#N/A,,99,1220,http://www.town.haebaru.lg.jp/
47353,渡嘉敷村,,,#N/A,,106,1083,http://www.vill.tokashiki.okinawa.jp/
47354,座間味村,,,#N/A,,83,1523,http://www.vill.zamami.okinawa.jp/
47355,粟国村,1410,1628,#N/A,,71,1667,http://www.vill.aguni.okinawa.jp/
47356,渡名喜村,,,#N/A,,63,1709,http://www.vill.tonaki.okinawa.jp/
47357,南大東村,3438,1540,#N/A,,120,811,http://www.vill.minamidaito.okinawa.jp/
47358,北大東村,,,#N/A,,141,489,http://vill.kitadaito.okinawa.jp/
47359,伊平屋村,1915,1616,#N/A,,61,1720,http://www.vill.iheya.okinawa.jp/
47360,伊是名村,,,#N/A,,72,1657,http://vill.izena.okinawa.jp/
47361,久米島町,,,#N/A,,78,1594,http://www.town.kumejima.okinawa.jp/
47362,八重瀬町,32514,428,#N/A,,73,1649,http://www.town.yaese.okinawa.jp/
47375,多良間村,,,#N/A,,75,1627,http://www.vill.tarama.okinawa.jp/
47381,竹富町,12097,1036,#N/A,,110,995,http://www.town.taketomi.lg.jp/
47382,与那国町,7377,1306,#N/A,,111,981,http://www.town.yonaguni.okinawa.jp/
